"operator","relations","gtfs_shape_id_n","gtfs_route_id_n","gtfs_feed_id_n","relation_id_example"
"Empresa de Transporte Tratado del Pilar S.R.L.",1,0,0,0,"20603489"
"Empresa de Transportes Comercializadora e Importadora Unidos Punchauca S.A.",1,0,0,0,"20137585"
"Empresa de Transportes Coutinho",2,0,0,0,"10274942"
"Empresa de Transportes Horizonte Ecologico S.A.",4,0,0,0,"17581473"
"Empresa de Transportes Impulsa Progreso S.A.C.",1,0,0,0,"20134440"
"Empresa de Transportes Mariscal Ramón Castilla S.A.",1,0,0,0,"20199126"
"Empresa de Transportes Palmari S.A.;Grupo Empresarial El Rápido S.A.",1,0,0,0,"19575841"
"Empresa de Transportes Rosa de las Américas S.A.C.",1,0,0,0,"20120996"
"Empresa de Transportes Sargento Cabral",2,0,0,0,"10749619"
"Empresa de Transportes Tratado del Pilar S.R.L.",11,0,0,0,"20083249"
"Empresa de Transportes y Servicios Amancaes S.A.",1,0,0,0,"19413426"
"Empresa de Transportes y Servicios Múltiples Satélite S.A.",1,0,0,0,"19701773"
"Empresa de Transportes y Servicios Nueva América S.A.",1,0,0,0,"19615026"
"Empresa de transportes Urbano Ciro Alegria SRL",1,0,0,0,"6736329"
"Empresa de trasnportes Urbano Ciro Alegria SRL",1,0,0,0,"6720605"
"Empresa del Oeste S.A. de Transporte",18,0,0,0,"18443307"
"Ente Municipal de Transporte Urbano de Santa Rosa",15,0,0,0,"20348262"
"Ersa",4,0,0,0,"1906747"
"Esperanza Express",4,0,0,0,"17434457"
"Esperanza Tours S.R.L.",3,0,0,0,"17527270"
"Espiga De Oro",1,0,0,0,"6896083"
"Evanil",2,0,0,0,"13059706"
"Expreso",16,0,0,0,"3618767"
"Expreso Arito",2,0,0,0,"17566397"
"Expreso Buenos Aires S.A.C.",1,0,0,0,"17569670"
"Expreso Empalme Lobos S.R.L",6,0,0,0,"17641180"
"Expreso Esteban Echeverría",4,0,0,0,"18973956"
"Expreso General Sarmiento S.A.",16,0,0,0,"17749858"
"Expreso Ibagué",1,0,0,0,"2604894"
"Expreso Liniers S.A.",18,0,0,0,"19951303"
"Expreso Lobos Monte S.R.L.",2,0,0,0,"17422918"
"Expreso Los Andes",30,0,0,0,"3467744"
"Expreso Nueve de Julio S.A.",8,0,0,0,"16269642"
"Expreso Quilmes S.A.",14,0,0,0,"16240361"
"Expreso Rada Tilly",5,0,0,0,"13559512"
"Expreso Rancagua",1,0,0,0,"8411623"
"Expreso Ruta 29 SRL",2,0,0,0,"18461802"
"Expreso San Isidro S.A.T.C.I.F.I.",4,0,0,0,"4049352"
"Expreso Tigre Iguazú S.A.",20,0,0,0,"15258279"
"Expreso Villa Galicia San José S.A.",26,0,0,0,"13437405"
"Expresos Chiguayante",5,0,0,0,"18766420"
"Express Transportes Urbanos",4,0,0,0,"15504020"
"Express Transportes Urbanos Ltda.",10,0,0,0,"12351671"
"Express Transportes Urbanos S/A",1,0,0,0,"18009021"
"Express de Santiago Uno S.A.",1,0,0,0,"8658038"
"Expresso 1002",3,0,0,0,"10713261"
"Expresso Aracruz",2,0,0,0,"7933321"
"Expresso Fênix",1,0,0,0,"20316442"
"Expresso Garopaba",28,0,0,0,"17290335"
"Expresso Lorenzutti",112,0,0,0,"6701144"
"Expresso Rio Guaíba",1,0,0,0,"5651374"
"Expresso Santa Luzia",31,0,0,0,"3394257"
"Expresso Sbc (Empresa Expresso São Bernardo do Campo Ltda.)",2,0,0,0,"12990422"
"Expresso São Luiz",1,0,0,0,"10745501"
"Expresso Vera Cruz",2,0,0,0,"10990442"
"Fabio's",8,0,0,0,"13056184"
"Fagundes",2,0,0,0,"10901646"
"Faol",1,0,0,0,"1186915"
"Flecha Bus",1,0,0,0,"185955"
"Flores",4,0,0,0,"10901499"
"Flota Centauro",1,0,0,0,"16735770"
"Flota Las Lilas",2,0,0,0,"2350682"
"Flota Sugamuxi",6,0,0,0,"14508007"
"Flota Sugamuxi - Cocatrans",2,0,0,0,"20170763"
"Flota Talagante",3,0,0,0,"16826924"
"Flota Valle de Tenza S.A.",5,0,0,0,"19640963"
"Fortaleza",3,0,0,0,"19600752"
"Forte",7,0,0,0,"8113636"
"Foztrans",1,0,0,0,"6092891"
"Fuerte Barragan S.A. (Empresa Línea 7 S.A.)",12,0,0,0,"3635490"
"Fuerte Barragán S.A.",24,0,0,0,"15895934"
"Fundación Municipal Transporte Masivo Urbano de Guayaquil",86,0,0,0,"11208734"
"GAMEA",1,0,0,0,"7815444"
"GAMLP",1,0,0,0,"8538454"
"GASF",2,0,0,0,"19058535"
"GM SRL",12,0,0,0,"19841209"
"GMOVIL",40,0,0,0,"15613907"
"GMOVIL E",6,0,0,0,"15616598"
"GMOVIL-CONSORCIO EXPRESS",1,0,0,0,"16094881"
"GMOVIL-SUMA",2,0,0,0,"15639483"
"GRAN AMERICAS FONTIBON",2,0,0,0,"15753747"
"GRAN AMERICAS FONTIBON SAS",5,0,0,0,"15667707"
"GRAN AMERICAS USME",14,0,0,0,"15788190"
"GRCT",3,0,0,0,"10628852"
"GUADALAJARA",4,0,0,0,"6287576"
"GUASIMALES",6,0,0,0,"2336402"
"Galo Branco",2,0,0,0,"10904975"
"Garcia",2,0,0,0,"13055371"
"General Pueyrredón S.A.T.C.I",4,0,0,0,"3882603"
"General Tomas Guido S.A.",13,0,0,0,"1162815"
"General Tomás Guido S.A.C.I.F.",10,0,0,0,"10143344"
"Gidion",73,0,0,0,"2224828"
"Gidion/Transtusa",3,0,0,0,"3422236"
"Gidion;Transtusa",1,0,0,0,"3550260"
"Gidon",1,0,0,0,"3424840"
"Gontijo",1,0,0,0,"11625135"
"Gonzalez Mora Transporte y Turismo",1,0,0,0,"18965793"
"Good Travel Tours",2,0,0,0,"20313688"
"Gran Colombiana",3,0,0,0,"19725678"
"Grande Marília",1,0,0,0,"14401336"
"Grande Recife Consórcio de Transportes",1,0,0,0,"10627506"
"Grupo Autobuses Neuquén - Indalo S.A.",8,0,0,0,"15613759"
"Grupo BENE S.A.",1,0,0,0,"19736351"
"Grupo ERSA",8,0,0,0,"10695795"
"Grupo Express del Perú S.A.C.;Realidad Express del Perú 03 S.A.C.",1,0,0,0,"19572753"
"Grupo Lince S.R.L.",2,0,0,0,"3994858"
"Grupo Línea 179 S.A.",6,0,0,0,"19784317"
"Grupo Sarmiento",2,0,0,0,"6603803"
"Guajará",2,0,0,0,"5300132"
"Guanabara",2,0,0,0,"2417256"
"HUANCHACO S.A.",7,0,0,0,"19953601"
"Hermelinda Express S.R.L.",1,0,0,0,"17605269"
"Huanchaco",3,0,0,0,"17522721"
"Huracan S.A.C.",2,0,0,0,"17581515"
"INTERNORTE",3,0,0,0,"6133492"
"Iansa-Avellano",2,0,0,0,"2224824"
"Icaraí",2,0,0,0,"10905562"
"Independencia Metropolitana",10,0,0,0,"13804913"
"Ingá",10,0,0,0,"10907470"
"Insular",19,0,0,0,"1770836"
"Integra",2,0,0,0,"12813768"
"Interbus",4,0,0,0,"6912595"
"Internorte",2,0,0,0,"15969426"
"Internorte (Consórcio Internorte de Transportes)",2,0,0,0,"11222220"
"Intervias (Consórcio Intervias)",6,0,0,0,"13081799"
"Intervias Pirajuçara",2,0,0,0,"4196862"
"Inversiones y Servicios CKF S.A.;Grupo Empresarial El Rápido S.A.",1,0,0,0,"19597970"
"Isleña Metropolitana",2,0,0,0,"17776100"
"Itamarati",1,0,0,0,"14883233"
"Itapemirim",2,0,0,0,"7821091"
"JUAN PABLO",1,0,0,0,"6425595"
"JUAN PABLO II",6,0,0,0,"6425515"
"Jacarei (Viaçao Jacarei Ltda.)",1,0,0,0,"13093147"
"Jaguar Transportes Urbanos",2,0,0,0,"2197208"
"Jandaia Transportes",4,0,0,0,"11211608"
"Joana Darc",2,0,0,0,"7935384"
"Jose Emilio Lefebvre S.A.",1,0,0,0,"17581475"
"Juan B. Justo S.A.T.C.I.",8,0,0,0,"1126140"
"Justinoplis Transportes",1,0,0,0,"9040840"
"Justinópolis Transportes",10,0,0,0,"3390904"
"KBPX Administração e Participação Ltda.",30,0,0,0,"13284381"
"KINARA",4,0,0,0,"6292612"
"KO-KO S.R.L.",2,0,0,0,"16408906"
"KOKO S.R.L.",50,0,0,0,"15097185"
"Kaissara",4,0,0,0,"6299628"
"Ko-Ko S.R.L.",7,0,0,0,"17584371"
"LAMBARE S.A.",1,0,0,0,"3992204"
"LATINA",6,0,0,0,"6425292"
"LIBERTAD S.A.",10,0,0,0,"19962194"
"LIBERTADORES DE VALLE",1,0,0,0,"6291852"
"LIBERTADORES DEL VALLE",10,0,0,0,"6280581"
"LINEA 1. BUS BARINAS",1,0,0,0,"4595463"
"LINEA 2. BUS BARINAS",1,0,0,0,"4595496"
"LINEA 3. BUS BARINAS",1,0,0,0,"4595500"
"LLANO GRANDE",2,0,0,0,"6426052"
"LOS DIAMANTES S.R.L.",4,0,0,0,"19968174"
"LOS GIRASOLES SERVICE S.R.L.",8,0,0,0,"19968169"
"LUJOTURISSA",6,0,0,0,"6425678"
"LUZ DIVINA S.A.",6,0,0,0,"19971427"
"La Cabaña S.A.",51,0,0,0,"14071171"
"La Central de Escobar",1,0,0,0,"20604147"
"La Central de Escobar S.A.",17,0,0,0,"18820790"
"La Chaqueña S.A.T.C.",1,0,0,0,"14897156"
"La Comarca",7,0,0,0,"5933689"
"La Libertad",3,0,0,0,"17554640"
"La Limpeña S. R. L.",1,0,0,0,"19694143"
"La Lomita S.A.",2,0,0,0,"19623033"
"La Nueva Metropol S.A.",18,0,0,0,"18797293"
"La Nueva Perla",12,0,0,0,"1311059"
"La Paz Bus",2,0,0,0,"7809311"
"La Primera de Grand Bourg",1,0,0,0,"9623433"
"La Primera de Grand Bourg S.A.T.C.I",1,0,0,0,"20058451"
"La Primera de La Escondida S.R.L.",5,0,0,0,"20083488"
"La Primera de Martinez S.A.",6,0,0,0,"13744650"
"La Sanlorenzana S.A.",7,0,0,0,"19723827"
"La Serranita S.R.L",12,0,0,0,"14879261"
"La Unión",1,0,0,0,"3425805"
"La Vecinal de Matanza S.A.C.I. de Microómnibus",26,0,0,0,"15592676"
"LaPasBus",1,0,0,0,"6547711"
"LaPaz Bus",1,0,0,0,"6259249"
"LaPazBus-Sistema Municipal de Transporte (SETRAM)-GAMLP",20,0,0,0,"16805300"
"Lambare SA",1,0,0,0,"3982611"
"Larco Express S.A.",1,0,0,0,"17573616"
"Las Bahías",1,0,0,0,"16733251"
"Las Galaxias",8,0,0,0,"16754585"
"Las Golondrinas",2,0,0,0,"16754584"
"Las Grutas SA",2,0,0,0,"17232180"
"Las Lengas",12,0,0,0,"4011870"
"Leme | Jundiaiense | Três Irmãos",1,0,0,0,"16899096"
"Lemos y Rodríguez S.A.",12,0,0,0,"1145513"
"Libertador",1,0,0,0,"12238665"
"Libertador Metropolitana S.A.",12,0,0,0,"14540870"
"Libertador Metropolitana de Transporte Automotor",4,0,0,0,"17509459"
"Lince S.R.L.",1,0,0,0,"19721421"
"Lince SRL",1,0,0,0,"15925255"
"Linea 1",6,0,0,0,"6345516"
"Linea 10",4,0,0,0,"7650110"
"Linea 2",6,0,0,0,"6350132"
"Linea 3",8,0,0,0,"6552157"
"Linea 4",3,0,0,0,"17591630"
"Linea 66",2,0,0,0,"12941644"
"Linea 8",8,0,0,0,"7650108"
"Linea 9",10,0,0,0,"6335805"
"Linea Sesenta S.A.",2,0,0,0,"6403753"
"Llano Lineas SA",3,0,0,0,"13195183"
"Loc-Van",1,0,0,0,"5484997"
"Los Constituyentes S.A.T.",14,0,0,0,"10220483"
"Los Delfines",11,0,0,0,"19654058"
"Los Diamantes",1,0,0,0,"17612420"
"Los Girasoles",1,0,0,0,"17522621"
"Los Halcones S.A.",1,0,0,0,"17595748"
"Los Patriotas",1,0,0,0,"19725686"
"Lumasa",1,0,0,0,"2752804"
"Luz Divina",5,0,0,0,"17434332"
"Línea 10 S.A.",2,0,0,0,"13406536"
"Línea 12 de Octubre",2,0,0,0,"9365223"
"Línea 17 S.A.",2,0,0,0,"13406598"
"Línea 213 S.A.T.",4,0,0,0,"14317227"
"Línea 22 S.A.",2,0,0,0,"13920426"
"Línea 28 de Julio SCTTL",8,0,0,0,"17784265"
"Línea 28 de Julio SCTTL - Ceferino SRL",2,0,0,0,"17785174"
"Línea 28 de Julio SCTTL - Mar y Valle SRL",1,0,0,0,"17784260"
"Línea 30",1,0,0,0,"8799201"
"Línea 71 S.A.",6,0,0,0,"3786947"
"Línea Sesenta S.A.",6,0,0,0,"18847031"
"Línea de Micro Ómnibus 47 S.A.",8,0,0,0,"19908111"
"Lírio dos Vales",4,0,0,0,"2223502"
"MARISCAL SUCRE",5,0,0,0,"6425649"
"MASIVO CAPITAL",67,0,0,0,"15613750"
"MASIVO CAPITAL SO",1,0,0,0,"15788028"
"MASIVO CAPITAL-CONSORCIO EXPRESS",2,0,0,0,"15788025"
"MASIVO CAPITAL-GMOVIL",2,0,0,0,"15788173"
"MASIVO CAPITAL-SUMA",2,0,0,0,"15667973"
"MENSAJEROS DEL SEÑOR S.A.",2,0,0,0,"19968383"
"METBUS",2,0,0,0,"17036169"
"METBUS S.A.",2,0,0,0,"15411991"
"METRA",2,0,0,0,"3623977"
"METROCALI",1,0,0,0,"9633494"
"METROTRANS",4,0,0,0,"6427312"
"MIO",1,0,0,0,"17811228"
"MIRAMAR S.A.",7,0,0,0,"19972458"
"MOBI-Rio",4,0,0,0,"18286366"
"MOBIBRASIL TRANSPORTE SÃO PAULO LTDA",5,0,0,0,"10369057"
"MOCHICA CHIMÚ S.R.L",2,0,0,0,"19967551"
"MOCHICA S.A.",4,0,0,0,"19968121"
"MODERNO CIELO AZUL S.A.",2,0,0,0,"19962130"
"MODERNO GIRASOLES EXPRESS S.A",4,0,0,0,"19966218"
"MONSERRAT",3,0,0,0,"6422819"
"MONSERRAT-031",1,0,0,0,"6422603"
"MUEVE FONTIBON",7,0,0,0,"15751973"
"Magno S.A.",5,0,0,0,"19717600"
"Mandacaruense",8,0,0,0,"3334318"
"Mandacaruense;São Jorge",1,0,0,0,"3337695"
"Mar Chiquita S.R.L",1,0,0,0,"9518947"
"Marcos da Silva",8,0,0,0,"3324032"
"Marga",2,0,0,0,"3670035"
"Marga - Taqsa - Interlagos - Clamajucar",2,0,0,0,"3670030"
"Mariscal López SRL",3,0,0,0,"9644636"
"Masivo Capital S.A.S",5,0,0,0,"15614178"
"Masivo Capital S.A.S.",5,0,0,0,"15613811"
"Masivo Capital SAS",1,0,0,0,"4742854"
"Masivo de Occidente",3,0,0,0,"6659875"
"Master Bus S.A.",6,0,0,0,"17653270"
"Mauá",10,0,0,0,"10901554"
"Mayo",1,0,0,0,"12238906"
"Mayo S.A.T.A.",6,0,0,0,"1147786"
"Medianeira Ponta Porã",8,0,0,0,"9620396"
"Megabús S.A.",81,0,0,0,"7423880"
"Metbus",1,0,0,0,"15411960"
"Metbus S.A.",17,0,0,0,"17666359"
"Metbus.S.A.",1,0,0,0,"18714377"
"Metra",30,0,0,0,"10218112"
"Metra (Metra - Sistema Metropolitano de Transportes Ltda.)",2,0,0,0,"2144059"
"Metro Transportes",1,0,0,0,"3385019"
"Metro de Caracas, C.A.",1,0,0,0,"6179945"
"Metro de Medellín",3,0,0,0,"5393696"
"Metrocali",2,0,0,0,"15771500"
"Metroplús S. A.",1,0,0,0,"5458501"
"Mi Bus - Transporte Amancay",69,0,0,0,"17189831"
"Mi Expreso",3,0,0,0,"2174678"
"Micro Omnibus Este S.A.",1,0,0,0,"8833589"
"Micro Omnibus Tigre S.A.",1,0,0,0,"18846659"
"Micro Ómnibus 45 S.A.",4,0,0,0,"10099911"
"Micro Ómnibus 45 S.A.C.I.F.",4,0,0,0,"3435704"
"Micro Ómnibus Avenida S.A.",13,0,0,0,"13826747"
"Micro Ómnibus Este S.A.",3,0,0,0,"20147920"
"Micro Ómnibus General Pacheco S.A.",7,0,0,0,"13874695"
"Micro Ómnibus La Colorada S.A.",7,0,0,0,"20065252"
"Micro Ómnibus Mitre S.A.",8,0,0,0,"5956323"
"Micro Ómnibus Norte S.A.",20,0,0,0,"10111072"
"Micro Ómnibus O'Higgins",8,0,0,0,"20169152"
"Micro Ómnibus Primera Junta",1,0,0,0,"7995673"
"Micro Ómnibus Primera Junta S.A.",8,0,0,0,"20065241"
"Micro Ómnibus Quilmes S.A.",2,0,0,0,"19545508"
"Micro Ómnibus Saavedra S.A.T.A.C.I.",4,0,0,0,"16161369"
"Micro Ómnibus Sur S.A.C.",10,0,0,0,"374716"
"Micro Ómnibus Tigre S.A.",17,0,0,0,"15631704"
"Microexpres",2,0,0,0,"3622374"
"Microexpres SA",2,0,0,0,"3624768"
"Microomnibus Ciudad de Buenos Aires S.A.T.C.I.",2,0,0,0,"13796881"
"Microómnibus Barrancas de Belgrano S.A.",4,0,0,0,"19163884"
"Microómnibus Ciudad de Buenos Aires S.A.T.C.I.",8,0,0,0,"13887202"
"Minastur",4,0,0,0,"7884264"
"Mini Buses Hualpencillo",2,0,0,0,"16754646"
"Miramar",4,0,0,0,"10907344"
"Misión Buenos Aires",40,0,0,0,"17305731"
"Mobi Brasil",2,0,0,0,"3647303"
"Mobi-PE",30,0,0,0,"10520271"
"Mobi-PE;Borborema Imperial",1,0,0,0,"10760886"
"Mobi-Pe",2,0,0,0,"10482210"
"MobiRio",5,0,0,0,"17258064"
"Mobibrasil",11,0,0,0,"10478383"
"Mobibrasil Transporte São Paulo Ltda.",74,0,0,0,"10277679"
"Mobilbrasil",11,0,0,0,"4017806"
"Mochica",1,0,0,0,"17508501"
"Mochica Chimu",1,0,0,0,"17463346"
"Moderno Girasoles",1,0,0,0,"17492018"
"Movebuss Soluções em Mobilidade Urbana Ltda.",22,0,0,0,"12375266"
"Movi",73,0,0,0,"13199371"
"Movigas",4,0,0,0,"5205540"
"Municipal",5,0,0,0,"9192802"
"Municipalidad Metropolitana de Lima",63,0,0,0,"1963019"
"Municipalidad Metropolitano de Lima",1,0,0,0,"19948013"
"Municipalidad de Ayacucho",1,0,0,0,"8316777"
"Municipalidad de Cañada de Gómez",2,0,0,0,"12120436"
"Municipalidad de Chivilcoy",22,0,0,0,"3784774"
"Municipalidad de Ciudad del Este",4,0,0,0,"19752890"
"Municipalidad de Cutral Có",2,0,0,0,"16091013"
"Municipalidad de El Calafate",1,0,0,0,"18273632"
"Municipalidad de Funes",2,0,0,0,"13284266"
"Municipalidad de La Reina",2,0,0,0,"18231211"
"Municipalidad de Mercedes",6,0,0,0,"17686344"
"Municipalidad de Puerto San Julián",1,0,0,0,"5333586"
"Municipalidad de Pérez",3,0,0,0,"16661688"
"Municipalidad de Roldán",5,0,0,0,"18631881"
"Municipalidad de San Isidro",2,0,0,0,"20125043"
"Municipalidad de Zapala",8,0,0,0,"15507807"
"Municipio ciudad de Arroyito",1,0,0,0,"15973999"
"NACIONAL",2,0,0,0,"6422948"
"NEXT",1,0,0,0,"19510929"
"NEXT Mobilidade",2,0,0,0,"18437505"
"NILOPOLITANA",2,0,0,0,"13282288"
"NUDO S.A.",15,0,0,0,"1126183"
"NUEVO CALIFORNIA S.A.",16,0,0,0,"19959202"
"NUEVO DIAMANTE S.A.",2,0,0,0,"19972191"
"NUEVOS GIRASOLES S.A.",6,0,0,0,"19965855"
"Nar Bus",2,0,0,0,"20235525"
"Next",1,0,0,0,"3634737"
"Next Mobilidade",6,0,0,0,"15866676"
"Next Mobilidade ( ABC Sistema de Transporte SPE S/A)",1,0,0,0,"13017372"
"Next Mobilidade ( ABC Sistema de Transportes SEP S/A)",1,0,0,0,"13017373"
"Next Mobilidade (ABC Sistem de Transportes SPE S/A)",1,0,0,0,"3650239"
"Next Mobilidade (ABC Sistema de Transporte SPE S.A.)",1,0,0,0,"13710685"
"Next Mobilidade (ABC Sistema de Transporte SPE S/A)",3,0,0,0,"11204101"
"Next Mobilidade(ABC Sistema de Transportes SPE S/A)",1,0,0,0,"11138007"
"Nextmobilidade (ABC Sistema de Transporte SPE S. A.)",2,0,0,0,"10745334"
"Nextmobilidade (ABC Sistema de Transporte SPE S.A.)",5,0,0,0,"11248099"
"Norte",1,0,0,0,"3238375"
"Norte Bus Transportes S/A",2,0,0,0,"15428858"
"Norte Buss Transportes S.A.",35,0,0,0,"12343118"
"Norte Buss Transportes S/A",5,0,0,0,"17987510"
"Norte Buss transportes S/A",1,0,0,0,"17989521"
"Nossa Senhora de Fátima Auto Ônibus Ltda.",7,0,0,0,"7625722"
"Nova Evolução Transportes e Turismo LTDA",1,0,0,0,"13534310"
"Nova Macapá",1,0,0,0,"18305697"
"Nova Viação",8,0,0,0,"14393501"
"Nuestra Señora de Guadalupe S.A.",1,0,0,0,"17669816"
"Nuestra Señora del Rosario S.R.L.",3,0,0,0,"6725739"
"Nueva Hermelinda S.A.C.",1,0,0,0,"17670295"
"Nueva Ideal S.A.",1,0,0,0,"9258768"
"Nueva Llacolén",3,0,0,0,"16754583"
"Nueva Sol Yet",4,0,0,0,"2204525"
"Nueva Sotrapel",4,0,0,0,"2840715"
"Nueve de Julio S.A.T.",1,0,0,0,"3713287"
"Nueve de Julio SAT",51,0,0,0,"3638485"
"Nuevo Bus SRL",6,0,0,0,"3772091"
"Nuevo California",6,0,0,0,"17434299"
"Nuevo Diamante",1,0,0,0,"17508505"
"Nuevo Ideal S. A.",3,0,0,0,"16880045"
"Nuevo Ideal S.A.",48,0,0,0,"10247697"
"Nuevo Pudahuel",1,0,0,0,"15684001"
"Nuevo Sur",29,0,0,0,"12255708"
"Nuevos Girasoles",2,0,0,0,"17350695"
"Nuevos Horizontes",3,0,0,0,"3489646"
"Nuevos Rumbos S.A.",8,0,0,0,"10768848"
"N° 1 Florencia Express S.A.",1,0,0,0,"17581631"
"O2 Corporate & Offices",2,0,0,0,"4826615"
"ORIENTAL",6,0,0,0,"4270318"
"OT Trans",1,0,0,0,"19299121"
"PAQUISHA",4,0,0,0,"6423695"
"PB Rio",1,0,0,0,"3382382"
"PGTUR",2,0,0,0,"10968976"
"PICHINCHA",8,0,0,0,"6286842"
"PIFO",1,0,0,0,"6287829"
"PIRACICABANA",3,0,0,0,"16841797"
"POROTO S.A.",6,0,0,0,"19988601"
"PRUEBAS EXPRESS S.A.",3,0,0,0,"20603178"
"PUEMBO",3,0,0,0,"6286981"
"PUEMBO Terminal Río Coca Puembo",1,0,0,0,"6422823"
"Paraty",4,0,0,0,"11773519"
"Patagonia Argentina",70,0,0,0,"11832645"
"Patagonia Argentina SRL",1,0,0,0,"19467958"
"Pedro de Valdivia",4,0,0,0,"6861220"
"Pedrosa;Globo",2,0,0,0,"9820766"
"Pehuenche S.A.",20,0,0,0,"15640435"
"Pendotiba",10,0,0,0,"10907333"
"Perú Bus Internacional S.A.",2,0,0,0,"13744213"
"Pifo",1,0,0,0,"6287597"
"Pilar Bus S.A.",15,0,0,0,"20010275"
"Pioneira",1,0,0,0,"5639298"
"PiracIcabana",1,0,0,0,"3701600"
"Piracicabana",6,0,0,0,"15615032"
"Planeta",28,0,0,0,"7009549"
"Ponte Coberta",20,0,0,0,"11557947"
"Prefeitura Municipal",2,0,0,0,"2767577"
"Prefeitura Municipal de Itaperuçu",1,0,0,0,"16151693"
"Prefeitura de Igarapé;Célere Transportes",1,0,0,0,"20395646"
"Prefeitura de Socorro",11,0,0,0,"3278870"
"Princesa do Norte",3,0,0,0,"8468027"
"Princesa dos Campos",9,0,0,0,"8207705"
"Progresso",2,0,0,0,"1355146"
"Prudente Urbano",63,0,0,0,"11125338"
"PróUrbano",1,0,0,0,"11551941"
"Próurbano",210,0,0,0,"11299166"
"Puembo",1,0,0,0,"6277651"
"Puente Liniers",1,0,0,0,"8234880"
"Puerto Elseño Ko Che SRL",1,0,0,0,"14945115"
"Pássaro Marron (Empresa de Ônibus Pássaro Marron S/A.)",4,0,0,0,"12990349"
"Pêssego Transportes Ltda.",9,0,0,0,"12344868"
"QUITENO LIBRE",3,0,0,0,"6422825"
"QUITENO LIBRE-119",1,0,0,0,"6422605"
"QUITO",4,0,0,0,"6425780"
"QUITUMBE",8,0,0,0,"6427590"
"RAMIRO PRIALE S.A.",4,0,0,0,"19962502"
"RAPITRANS",2,0,0,0,"6423347"
"RBU Santiago S.A.",16,0,0,0,"17640240"
"REINA DEL QUINCHE",4,0,0,0,"6270676"
"REINO DE QUITO",4,0,0,0,"6425385"
"RIGRAS",4,0,0,0,"3187504"
"RMTC",1,0,0,0,"8434561"
"Radial Transporte",1,0,0,0,"8791047"
"Radial Transporte Coletivo",12,0,0,0,"8793360"
"Real Alagoas",1,0,0,0,"3480563"
"Real Ita",4,0,0,0,"7905195"
"Real Rio",63,0,0,0,"10138580"
"Red Metropolitana de Movilidad",9,0,0,0,"17083412"
"Red Tulum",1,0,0,0,"12247497"
"Redbus Urbano",2,0,0,0,"1826931"
"Reina del Quinche",2,0,0,0,"6288952"
"Rengo Lientur",7,0,0,0,"18981457"
"Reunidas",25,0,0,0,"269273"
"Reunidas Paulista",2,0,0,0,"10976286"
"Reyna Larco S.A.",1,0,0,0,"17581738"
"Riacho Grande",2,0,0,0,"10147950"
"Riacho Grande (Viação Riacho Grande Ltda.)",4,0,0,0,"11305692"
"Rio Seco S.A.",1,0,0,0,"17595870"
"Rio Sul",1,0,0,0,"932702"
"Rio Tinto",1,0,0,0,"2653147"
"Riodoce",2,0,0,0,"10975578"
"RiojaBus",2,0,0,0,"18416381"
"Riviera Bío Bío",2,0,0,0,"2251641"
"Rocaraza S.A.",10,0,0,0,"17257405"
"Rodotur Turismo",1,0,0,0,"10742427"
"Rodoviária Caxangá",1,0,0,0,"10754114"
"Rodoviária Santa Rita",1,0,0,0,"3382575"
"Rosario Bus",66,0,0,0,"12256469"
"Rosario Guaraní",6,0,0,0,"12200113"
"Ruta Bus S.A.",27,0,0,0,"17709064"
"Ruta Las Playas",10,0,0,0,"19251277"
"Ruta del Mar",2,0,0,0,"2174676"
"Rápido Campinas",1,0,0,0,"7647470"
"Rápido SP",1,0,0,0,"8098050"
"S.A. Transporte Ciudad de Río Cuarto",29,0,0,0,"4782281"
"SALAVERRY EXPRESS S.A.",12,0,0,0,"19962213"
"SAN AGUSTIN",1,0,0,0,"3985016"
"SAN CARLOS",7,0,0,0,"6427434"
"SAN CARLOS-051",1,0,0,0,"6427390"
"SAN CRISTOBAL",4,0,0,0,"6433610"
"SAN FRANCISCO DE CHILLOGALLO",12,0,0,0,"6422500"
"SAN ISIDRO LABRADOR S.A.",11,0,0,0,"19967583"
"SAN JUAN DE CALDERON",4,0,0,0,"6425643"
"SAN JUAN DE CALDERÓN",2,0,0,0,"6425510"
"SANTA CATALINA S.A.",4,0,0,0,"19970882"
"SANTA LUCIA DE MOCHE S.R.L.",2,0,0,0,"19968101"
"SANTA ROSA S.R.L.",6,0,0,0,"19972508"
"SAT Río Cuarto",1,0,0,0,"10869577"
"SBCTRANS",1,0,0,0,"4646553"
"SBCTRans",1,0,0,0,"10179253"
"SBCTrans",88,0,0,0,"10248550"
"SBCTrans;RioGras",1,0,0,0,"3625453"
"SBCtrans",1,0,0,0,"4799691"
"SEIS DE DICIEMBRE",4,0,0,0,"6425996"
"SEMGYLLFOR",2,0,0,0,"6425209"
"SERVIAGOSTO",2,0,0,0,"6427673"
"SETRAM",1,0,0,0,"8422678"
"SETRAMAS",6,0,0,0,"6425657"
"SETURB",1,0,0,0,"3490570"
"SEÑOR DE LA MISERICORDIA S.A.",6,0,0,0,"19972495"
"SEÑOR DE LOS MILAGROS S.A",6,0,0,0,"19965057"
"SIM",1,0,0,0,"4246532"
"SIMSM",1,0,0,0,"6259623"
"SINDICATO RO ABAJO - PALCA",1,0,0,0,"10253969"
"SINDICATO SEOR DE LAGUNAS",1,0,0,0,"10254221"
"SITP",30,0,0,0,"14277024"
